113-A-bug-683826-683913,10,356,304,53,1,303,303,100
113-A-bug-691902-691903,10,360,340,25,6,335,334,79
118-A-bug-18073097-18080639,10,57,46,15,4,42,42,30
118-A-bug-18103516-18103560,10,57,53,15,11,42,42,28
118-A-bug-18109879-18109907,10,57,47,15,5,42,42,29
118-A-bug-18134274-18134357,10,57,53,15,11,42,42,29
118-A-bug-18174609-18174835,10,57,49,15,7,42,42,29
118-A-bug-18174643-18174835,10,57,47,15,5,42,42,29
118-A-bug-18174652-18174835,10,57,53,15,11,42,42,29
118-A-bug-18174751-18174835,10,57,53,15,11,42,42,29
118-A-bug-18282023-18282195,10,57,51,15,9,42,42,32
118-A-bug-18294639-18294683,10,57,51,15,9,42,42,32
118-A-bug-18327752-18328450,10,57,57,11,11,46,46,28
123-A-bug-1869815-1869826,10,34,17,17,17,17,0,24
124-C-bug-5745829-5746012,10,62,26,8,3,54,23,25
126-B-bug-16617781-16617816,10,48,41,8,1,40,40,50
126-B-bug-6462704-6462737,10,48,39,10,1,38,38,34
131-A-bug-18069181-18073244,10,61,10,10,10,51,0,29
131-A-bug-18178430-18178436,10,65,62,4,4,61,58,24
131-A-bug-18178468-18252378,10,62,10,10,10,52,0,29
131-A-bug-18296690-18296701,10,65,62,4,4,61,58,24
133-A-bug-17969403-17975791,10,88,65,13,13,75,52,24
133-A-bug-17992884-17992958,10,88,65,13,13,75,52,24
133-A-bug-17993292-17993355,10,88,65,13,13,75,52,24
133-A-bug-18017249-18017267,10,88,65,13,13,75,52,24
133-A-bug-18047608-18047662,10,88,79,13,5,75,74,30
133-A-bug-18048780-18048793,10,87,59,32,7,55,52,29
133-A-bug-18066416-18066518,10,88,65,13,13,75,52,25
133-A-bug-18217634-18217677,10,88,81,13,7,75,74,27
133-A-bug-18285631-18285709,10,88,79,13,5,75,74,29
133-A-bug-18285699-18285856,10,88,69,69,69,19,0,24
133-A-bug-18285725-18285856,10,88,79,13,5,75,74,29
133-A-bug-18286216-18286228,10,88,80,13,6,75,74,28
133-A-bug-18292018-18292024,10,88,80,13,6,75,74,28
133-A-bug-18296173-18296188,10,88,77,13,7,75,70,23
133-A-bug-18327759-18327824,10,88,80,13,5,75,75,27
133-A-bug-18348504-18348539,10,88,79,13,4,75,75,28
133-A-bug-18355672-18355701,10,88,65,13,13,75,52,23
133-C-bug-925626-925706,10,19,19,19,19,0,0,26
137-A-bug-11590458-11590515,10,50,42,15,9,35,33,36
137-A-bug-8134102-8134128,10,50,37,9,9,41,28,28
147-A-bug-1015775-1015776,10,78,65,46,33,32,32,28
147-A-bug-1045602-1045611,10,79,47,45,45,34,2,32
147-A-bug-1045605-1045611,10,78,44,44,44,34,0,29
147-A-bug-12915557-12915622,10,74,42,38,33,36,9,30
174-B-bug-1501641-1501825,10,69,65,4,2,65,63,55
174-B-bug-1504776-1504783,10,90,86,6,2,84,84,63
180-C-bug-15764515-15764561,10,20,6,6,6,14,0,25
197-C-bug-11986074-11986110,10,23,23,23,23,0,0,29
197-C-bug-2103086-2103090,10,23,21,6,4,17,17,26
202-A-bug-1864388-1905671,10,59,39,29,28,30,11,26
202-A-bug-1938570-1938571,10,59,31,59,31,0,0,25
208-A-bug-17292049-17292076,10,73,38,40,36,33,2,29
208-A-bug-17532993-17533015,10,73,59,59,59,14,0,26
208-A-bug-17922157-17922172,10,25,15,15,15,10,0,24
208-A-bug-18102368-18102377,10,62,62,62,62,0,0,24
208-A-bug-18123262-18123289,10,74,10,68,4,6,6,38
208-A-bug-18260832-18260860,10,74,41,41,41,33,0,29
208-A-bug-18351096-18351104,10,74,33,33,33,41,0,24
236-A-bug-18003726-18007529,10,91,64,39,39,52,25,38
236-A-bug-18003976-18004085,10,89,89,89,89,0,0,24
236-A-bug-18007495-18007529,10,89,89,89,89,0,0,28
236-A-bug-18227052-18227120,10,91,65,39,38,52,27,66
236-A-bug-18338107-18338153,10,91,62,37,36,54,26,66
245-B-bug-15450004-15450022,10,26,18,4,2,22,16,46
245-B-bug-15926715-15927032,10,26,23,4,1,22,22,48
276-B-bug-13314488-13314500,10,33,31,6,5,27,26,25
276-B-bug-15034096-15034124,10,46,41,6,1,40,40,25
276-B-bug-5933556-5940552,10,41,36,6,1,35,35,25
276-B-bug-5933573-5940552,10,41,36,6,1,35,35,25
276-B-bug-6188908-6188949,10,41,21,6,5,35,16,24
281-A-bug-18132658-18132720,10,49,49,3,3,46,46,24
281-A-bug-18294879-18294887,10,28,28,28,28,0,0,24
291-B-bug-3524194-3524237,10,21,21,21,21,0,0,24
291-B-bug-3537395-3537438,10,21,5,4,4,17,1,30
291-B-bug-3539893-3539896,10,23,4,4,4,19,0,24
291-B-bug-3726598-3726610,10,23,4,4,4,19,0,24
291-B-bug-6753127-6753143,10,31,4,2,2,29,2,30
316-A1-bug-3879223-3879239,10,35,27,4,2,31,25,30
316-A2-bug-3868271-3868327,10,27,18,17,17,10,1,24
316-A2-bug-3876995-3877003,10,36,26,4,4,32,22,37
31-B-bug-10514546-10514583,10,84,10,9,9,75,1,31
31-B-bug-10514570-10514583,10,96,40,7,6,89,34,32
31-B-bug-136044-136045,10,68,56,48,48,20,8,24
31-B-bug-14199570-14199578,10,74,14,9,8,65,6,29
31-B-bug-512114-512120,10,72,9,9,9,63,0,24
31-B-bug-512116-512120,10,68,40,40,40,28,0,23
353-D-bug-4926926-4926955,10,27,18,9,1,18,17,52
353-D-bug-6175754-6175760,10,24,19,6,1,18,18,58
363-C-bug-13754002-13754097,10,45,45,2,2,43,43,40
385-B-bug-11063177-11063186,10,17,14,8,5,9,9,35
385-B-bug-17596493-17596993,10,17,15,3,1,14,14,52
385-B-bug-6898992-6898998,10,17,14,8,5,9,9,35
393-A-bug-10224824-10224841,10,77,47,3,3,74,44,26
393-A-bug-12975319-12975331,10,68,7,7,7,61,0,27
393-A-bug-13882866-13882981,10,62,46,21,5,41,41,65
393-A-bug-13915086-13915488,10,72,60,13,1,59,59,177
393-A-bug-13915169-13915488,10,102,97,6,1,96,96,113
393-A-bug-14052177-14052206,10,62,49,9,1,53,48,86
411-A-bug-14678684-14678713,10,143,80,5,5,138,75,38
411-A-bug-9661639-9661654,10,143,80,5,5,138,75,38
41-C-bug-10642948-10642983,10,56,36,21,1,35,35,38
41-C-bug-10642957-10642983,10,55,46,10,1,45,45,51
41-C-bug-10642972-10642983,10,55,53,4,2,51,51,47
41-C-bug-10643130-10643148,10,57,27,31,1,26,26,45
41-C-bug-16825894-16825911,10,57,37,21,1,36,36,41
41-C-bug-17904918-17904940,10,92,92,2,2,90,90,58
41-C-bug-17904924-17904940,10,56,36,21,2,35,34,40
41-C-bug-17917572-17917578,10,63,51,16,4,47,47,30
41-C-bug-187321-187384,10,56,36,21,1,35,35,50
41-C-bug-736212-736216,10,63,49,16,2,47,47,30
420-A-bug-13091991-13091997,10,79,58,23,16,56,42,24
420-A-bug-14171953-14171970,10,78,74,7,4,71,70,26
420-A-bug-14755133-14755144,10,129,129,5,5,124,124,26
420-A-bug-16671795-16671832,10,79,57,43,43,36,14,24
451-D-bug-7249921-7249950,10,19,19,17,17,2,2,24
505-A-bug-10101095-10101109,10,56,51,6,1,50,50,30
505-A-bug-10513326-10513335,10,43,30,17,16,26,14,31
538-A-bug-14000679-14000824,10,79,78,3,2,76,76,77
538-A-bug-16876247-16876282,10,102,102,2,2,100,100,65
550-A-bug-17839318-17839327,10,83,79,12,9,71,70,43
575-D-bug-12872706-12872745,10,3,3,3,3,0,0,29
58-A-bug-17762757-17762804,10,45,7,7,7,38,0,24
58-A-bug-18163826-18163845,10,42,17,17,17,25,0,29
58-A-bug-18231253-18231295,10,43,41,5,3,38,38,61
59-A-bug-17307162-17307176,10,34,34,34,34,0,0,23
600-A-bug-18147663-18147679,10,37,17,3,3,34,14,25
600-A-bug-18147672-18147679,10,37,34,3,1,34,33,26
665-C-bug-17762752-17762802,10,21,21,4,4,17,17,24
8-B-bug-17229415-17229625,10,69,57,15,4,54,53,38
8-B-bug-36489-36547,10,91,91,2,2,89,89,25
8-B-bug-37890-37891,10,82,75,8,1,74,74,77
8-B-bug-459037-459038,10,63,48,63,48,0,0,25
113-A-bug-683826-683913,11,356,302,53,3,303,299,74
113-A-bug-691902-691903,11,360,333,25,3,335,330,58
118-A-bug-18073097-18080639,11,57,51,15,9,42,42,29
118-A-bug-18103516-18103560,11,57,53,15,11,42,42,25
118-A-bug-18109879-18109907,11,57,51,15,9,42,42,23
118-A-bug-18134274-18134357,11,57,51,15,9,42,42,23
118-A-bug-18144017-18166218,11,75,72,4,1,71,71,264
118-A-bug-18174609-18174835,11,57,53,15,11,42,42,28
118-A-bug-18174643-18174835,11,57,51,15,9,42,42,32
118-A-bug-18174652-18174835,11,57,53,15,11,42,42,29
118-A-bug-18174751-18174835,11,57,47,15,5,42,42,29
118-A-bug-18282023-18282195,11,57,51,15,9,42,42,32
118-A-bug-18294639-18294683,11,57,51,15,9,42,42,23
118-A-bug-18327752-18328450,11,57,50,11,4,46,46,29
123-A-bug-1869815-1869826,11,34,29,17,17,17,12,27
126-B-bug-16617781-16617816,11,48,41,8,1,40,40,50
131-A-bug-18069181-18073244,11,61,52,10,4,51,48,24
131-A-bug-18178430-18178436,11,65,62,4,4,61,58,24
131-A-bug-18178468-18252378,11,62,10,10,10,52,0,23
131-A-bug-18296690-18296701,11,65,62,4,4,61,58,24
133-A-bug-17969403-17975791,11,88,81,13,7,75,74,25
133-A-bug-17992884-17992958,11,88,81,13,7,75,74,27
133-A-bug-17993292-17993355,11,88,65,13,13,75,52,24
133-A-bug-18017249-18017267,11,88,65,13,13,75,52,23
133-A-bug-18047608-18047662,11,88,65,13,13,75,52,24
133-A-bug-18048780-18048793,11,87,32,32,32,55,0,24
133-A-bug-18066416-18066518,11,88,65,13,13,75,52,24
133-A-bug-18158271-18158334,11,88,65,13,13,75,52,23
133-A-bug-18158313-18158334,11,90,72,12,12,78,60,24
133-A-bug-18217634-18217677,11,88,78,13,3,75,75,30
133-A-bug-18285631-18285709,11,88,79,13,5,75,74,29
133-A-bug-18285699-18285856,11,88,54,69,35,19,19,29
133-A-bug-18285725-18285856,11,88,65,13,13,75,52,23
133-A-bug-18286216-18286228,11,88,79,13,4,75,75,28
133-A-bug-18296173-18296188,11,88,65,13,13,75,52,25
133-A-bug-18327759-18327824,11,88,81,13,7,75,74,25
133-A-bug-18348504-18348539,11,88,65,13,13,75,52,25
133-A-bug-18355672-18355701,11,88,80,13,6,75,74,28
133-C-bug-925626-925706,11,19,19,19,19,0,0,27
133-C-bug-927836-927839,11,19,19,8,8,11,11,8
137-A-bug-11590458-11590515,11,50,41,15,6,35,35,32
137-A-bug-8134102-8134128,11,50,41,9,4,41,37,30
147-A-bug-1015775-1015776,11,78,65,46,33,32,32,29
147-A-bug-1045602-1045611,11,79,50,45,40,34,10,27
147-A-bug-1045605-1045611,11,78,44,44,44,34,0,25
147-A-bug-12915557-12915622,11,74,38,38,38,36,0,24
174-B-bug-1501641-1501825,11,69,66,4,1,65,65,66
180-C-bug-15764515-15764561,11,20,6,6,6,14,0,25
197-C-bug-11986074-11986110,11,23,23,23,23,0,0,27
197-C-bug-2103086-2103090,11,23,23,6,6,17,17,28
202-A-bug-1864388-1905671,11,59,40,29,29,30,11,30
202-A-bug-1938570-1938571,11,59,59,59,59,0,0,25
208-A-bug-17532993-17533015,11,73,56,59,56,14,0,29
208-A-bug-18102368-18102377,11,62,62,62,62,0,0,24
208-A-bug-18123271-18123289,11,74,13,68,7,6,6,33
208-A-bug-18351096-18351104,11,74,33,33,33,41,0,27
236-A-bug-18003726-18007529,11,91,64,39,39,52,25,53
236-A-bug-18003976-18004085,11,89,88,89,88,0,0,30
236-A-bug-18007495-18007529,11,89,89,89,89,0,0,28
236-A-bug-18227052-18227120,11,91,64,39,38,52,26,62
236-A-bug-18338107-18338153,11,91,62,37,37,54,25,62
245-B-bug-15450004-15450022,11,26,18,4,2,22,16,46
245-B-bug-15926715-15927032,11,26,24,4,2,22,22,46
276-B-bug-10441668-10441759,11,33,29,6,5,27,24,24
276-B-bug-13314488-13314500,11,33,29,6,5,27,24,24
276-B-bug-14833281-14833300,11,41,36,6,1,35,35,25
276-B-bug-4820773-4820788,11,33,29,6,5,27,24,24
276-B-bug-5933556-5940552,11,41,36,6,1,35,35,40
276-B-bug-6188908-6188949,11,41,36,6,1,35,35,40
281-A-bug-18132658-18132720,11,49,49,3,3,46,46,24
291-B-bug-3524194-3524237,11,21,18,21,18,0,0,29
291-B-bug-3537395-3537438,11,21,7,4,4,17,3,34
291-B-bug-3539893-3539896,11,23,4,4,4,19,0,24
291-B-bug-3726598-3726610,11,23,4,4,4,19,0,24
291-B-bug-6753127-6753143,11,31,4,2,2,29,2,30
316-A1-bug-3879223-3879239,11,35,12,4,4,31,8,30
316-A2-bug-3868271-3868327,11,27,18,17,17,10,1,24
316-A2-bug-3876995-3877003,11,36,26,4,4,32,22,37
31-B-bug-10514546-10514583,11,84,14,9,8,75,6,29
31-B-bug-10514554-10514583,11,84,9,9,9,75,0,24
31-B-bug-10514570-10514583,11,96,42,7,6,89,36,33
31-B-bug-136044-136045,11,68,41,48,21,20,20,24
31-B-bug-14199570-14199578,11,74,30,9,9,65,21,25
31-B-bug-14288247-14288278,11,74,9,9,9,65,0,24
31-B-bug-512114-512120,11,72,9,9,9,63,0,24
31-B-bug-512116-512120,11,68,40,40,40,28,0,24
31-B-bug-6435804-6435825,11,90,72,5,4,85,68,26
353-D-bug-4926926-4926955,11,27,18,9,1,18,17,45
353-D-bug-6175754-6175760,11,24,20,6,2,18,18,49
363-C-bug-13754002-13754097,11,45,45,2,2,43,43,40
363-C-bug-5405641-5405684,11,31,24,9,2,22,22,37
385-B-bug-11063177-11063186,11,17,14,8,5,9,9,35
385-B-bug-17596493-17596993,11,17,16,3,2,14,14,50
385-B-bug-6898992-6898998,11,17,11,8,2,9,9,50
393-A-bug-10224824-10224841,11,77,68,3,1,74,67,26
393-A-bug-12975319-12975331,11,68,7,7,7,61,0,27
393-A-bug-13882866-13882981,11,62,42,21,1,41,41,89
393-A-bug-13915086-13915488,11,72,60,13,1,59,59,122
393-A-bug-13915169-13915488,11,102,97,6,1,96,96,148
393-A-bug-14052177-14052206,11,62,35,9,1,53,34,76
411-A-bug-14678684-14678713,11,143,80,5,5,138,75,41
411-A-bug-9661639-9661654,11,143,80,5,5,138,75,38
41-C-bug-10642948-10642983,11,56,39,21,4,35,35,40
41-C-bug-10642957-10642983,11,55,46,10,1,45,45,45
41-C-bug-10642972-10642983,11,55,53,4,2,51,51,47
41-C-bug-10643130-10643148,11,57,28,31,2,26,26,51
41-C-bug-16825894-16825911,11,57,37,21,1,36,36,44
41-C-bug-17904918-17904940,11,92,85,2,2,90,83,57
41-C-bug-17904924-17904940,11,56,36,21,1,35,35,47
41-C-bug-17917572-17917578,11,63,49,16,2,47,47,31
41-C-bug-187321-187384,11,56,35,21,1,35,34,51
41-C-bug-736212-736216,11,63,52,16,5,47,47,28
420-A-bug-13091991-13091997,11,79,54,23,16,56,38,24
420-A-bug-14171953-14171970,11,78,74,7,4,71,70,26
420-A-bug-14755133-14755144,11,129,129,5,5,124,124,26
420-A-bug-16671795-16671832,11,79,52,43,43,36,9,26
451-D-bug-7249921-7249950,11,19,8,17,6,2,2,25
505-A-bug-10101095-10101109,11,56,50,6,5,50,45,34
505-A-bug-10513326-10513335,11,43,27,17,1,26,26,42
538-A-bug-14000679-14000824,11,79,78,3,2,76,76,77
538-A-bug-16876247-16876282,11,102,102,2,2,100,100,65
550-A-bug-17839318-17839327,11,83,79,12,9,71,70,45
575-D-bug-12872706-12872745,11,3,3,3,3,0,0,29
58-A-bug-17762757-17762804,11,45,7,7,7,38,0,26
58-A-bug-18163826-18163845,11,42,17,17,17,25,0,27
58-A-bug-18231253-18231295,11,43,40,5,2,38,38,41
59-A-bug-17307162-17307176,11,34,34,34,34,0,0,29
600-A-bug-18147663-18147679,11,37,34,3,1,34,33,26
600-A-bug-18147672-18147679,11,37,18,3,3,34,15,25
665-C-bug-17762752-17762802,11,21,21,4,4,17,17,24
677-C-bug-18192762-18193123,11,26,15,16,15,10,0,24
677-C-bug-18206311-18206325,11,21,17,17,17,4,0,23
677-C-bug-18262604-18262617,11,21,16,16,16,5,0,24
677-C-bug-18281182-18281188,11,21,21,6,6,15,15,31
8-B-bug-17229415-17229625,11,69,57,15,4,54,53,77
8-B-bug-36489-36547,11,91,91,2,2,89,89,25
8-B-bug-37890-37891,11,82,75,8,1,74,74,68
8-B-bug-459037-459038,11,63,55,63,55,0,0,25
113-A-bug-683826-683913,12,356,304,53,2,303,302,86
113-A-bug-691902-691903,12,360,339,25,5,335,334,65
118-A-bug-18073097-18080639,12,57,51,15,9,42,42,32
118-A-bug-18103516-18103560,12,57,53,15,11,42,42,25
118-A-bug-18109879-18109907,12,57,51,15,9,42,42,30
118-A-bug-18134274-18134357,12,57,53,15,11,42,42,29
118-A-bug-18174609-18174835,12,57,51,15,9,42,42,23
118-A-bug-18174643-18174835,12,57,53,15,11,42,42,26
118-A-bug-18174652-18174835,12,57,51,15,9,42,42,29
118-A-bug-18174751-18174835,12,57,15,15,15,42,0,29
118-A-bug-18282023-18282195,12,57,51,15,9,42,42,32
118-A-bug-18294639-18294683,12,57,46,15,4,42,42,29
118-A-bug-18327752-18328450,12,57,57,11,11,46,46,30
123-A-bug-1869815-1869826,12,34,21,17,4,17,17,27
126-B-bug-16617781-16617816,12,48,41,8,1,40,40,46
131-A-bug-18069181-18073244,12,61,10,10,10,51,0,24
131-A-bug-18178430-18178436,12,65,63,4,4,61,59,24
131-A-bug-18178468-18252378,12,62,10,10,10,52,0,29
131-A-bug-18296690-18296701,12,65,64,4,4,61,60,24
133-A-bug-17969403-17975791,12,88,65,13,13,75,52,24
133-A-bug-17992884-17992958,12,88,65,13,13,75,52,24
133-A-bug-17993292-17993355,12,88,65,13,13,75,52,23
133-A-bug-18017249-18017267,12,88,65,13,13,75,52,23
133-A-bug-18047608-18047662,12,88,78,13,3,75,75,30
133-A-bug-18048780-18048793,12,87,32,32,32,55,0,23
133-A-bug-18066416-18066518,12,88,65,13,13,75,52,23
133-A-bug-18158271-18158334,12,88,80,13,6,75,74,28
133-A-bug-18217634-18217677,12,88,65,13,13,75,52,24
133-A-bug-18285631-18285709,12,88,80,13,6,75,74,28
133-A-bug-18285725-18285856,12,88,65,13,13,75,52,25
133-A-bug-18286216-18286228,12,88,65,13,13,75,52,24
133-A-bug-18292018-18292024,12,88,65,13,13,75,52,25
133-A-bug-18296173-18296188,12,88,65,13,13,75,52,25
133-A-bug-18327759-18327824,12,88,65,13,13,75,52,24
133-A-bug-18348504-18348539,12,88,65,13,13,75,52,25
133-A-bug-18355672-18355701,12,88,65,13,13,75,52,23
133-C-bug-925626-925706,12,19,19,19,19,0,0,27
133-C-bug-927836-927839,12,19,19,8,8,11,11,8
137-A-bug-11590458-11590515,12,50,39,15,4,35,35,42
137-A-bug-8134102-8134128,12,50,42,9,7,41,35,29
147-A-bug-1015775-1015776,12,78,48,46,46,32,2,29
147-A-bug-1045602-1045611,12,79,61,45,31,34,30,28
147-A-bug-1045605-1045611,12,78,44,44,17,34,27,30
147-A-bug-12915557-12915622,12,74,43,38,35,36,8,30
174-B-bug-1501641-1501825,12,69,66,4,1,65,65,66
174-B-bug-1504776-1504783,12,90,86,6,2,84,84,63
180-C-bug-15764515-15764561,12,20,6,6,6,14,0,25
197-C-bug-11986074-11986110,12,23,23,23,23,0,0,27
197-C-bug-2103086-2103090,12,23,10,6,5,17,5,29
202-A-bug-1864388-1905671,12,59,39,29,27,30,12,26
202-A-bug-1938570-1938571,12,59,59,59,59,0,0,25
208-A-bug-17292049-17292076,12,73,45,41,37,32,8,28
208-A-bug-17532993-17533015,12,73,59,59,59,14,0,24
208-A-bug-17922157-17922172,12,25,15,15,15,10,0,24
208-A-bug-18102368-18102377,12,62,62,62,62,0,0,26
208-A-bug-18123262-18123289,12,74,10,68,4,6,6,33
208-A-bug-18123271-18123289,12,74,31,68,25,6,6,36
208-A-bug-18260832-18260860,12,74,42,41,40,33,2,29
208-A-bug-18351096-18351104,12,74,33,33,32,41,1,26
236-A-bug-18003726-18007529,12,91,64,39,39,52,25,38
236-A-bug-18003976-18004085,12,89,89,89,89,0,0,27
236-A-bug-18007495-18007529,12,89,89,89,89,0,0,29
236-A-bug-18227052-18227120,12,91,64,39,39,52,25,48
236-A-bug-18338107-18338153,12,91,62,37,37,54,25,70
245-B-bug-15450004-15450022,12,26,24,4,2,22,22,46
245-B-bug-15926715-15927032,12,26,25,4,3,22,22,43
276-B-bug-10441668-10441759,12,33,29,6,5,27,24,24
276-B-bug-13314488-13314500,12,33,29,6,5,27,24,25
276-B-bug-14833281-14833300,12,41,37,6,5,35,32,24
276-B-bug-15034096-15034124,12,46,41,6,1,40,40,40
276-B-bug-4820773-4820788,12,33,29,6,5,27,24,24
276-B-bug-5933556-5940552,12,41,37,6,5,35,32,25
276-B-bug-5933573-5940552,12,41,37,6,5,35,32,24
276-B-bug-6188908-6188949,12,41,36,6,1,35,35,40
281-A-bug-18132658-18132720,12,49,49,3,3,46,46,24
291-B-bug-3524194-3524237,12,21,3,21,3,0,0,9
291-B-bug-3537395-3537438,12,21,8,4,4,17,4,34
291-B-bug-3539893-3539896,12,23,4,4,4,19,0,24
291-B-bug-3726598-3726610,12,23,4,4,4,19,0,24
291-B-bug-6753127-6753143,12,31,4,2,2,29,2,30
316-A1-bug-3879223-3879239,12,35,12,4,4,31,8,33
316-A2-bug-3868271-3868327,12,27,18,17,17,10,1,23
316-A2-bug-3876995-3877003,12,36,24,4,4,32,20,37
31-B-bug-10514554-10514583,12,84,9,9,9,75,0,24
31-B-bug-136044-136045,12,68,56,48,48,20,8,24
31-B-bug-14199570-14199578,12,74,10,9,9,65,1,31
31-B-bug-512116-512120,12,68,40,40,40,28,0,26
31-B-bug-6435804-6435825,12,90,72,5,4,85,68,26
353-D-bug-4926926-4926955,12,27,20,9,2,18,18,43
353-D-bug-6175754-6175760,12,24,21,6,3,18,18,54
363-C-bug-13754002-13754097,12,45,45,2,2,43,43,40
363-C-bug-5405641-5405684,12,31,25,9,3,22,22,36
385-B-bug-11063177-11063186,12,17,14,8,5,9,9,35
385-B-bug-17596493-17596993,12,17,16,3,2,14,14,50
385-B-bug-6898992-6898998,12,17,11,8,2,9,9,50
393-A-bug-10224824-10224841,12,77,47,3,3,74,44,26
393-A-bug-12975319-12975331,12,68,7,7,7,61,0,27
393-A-bug-13882866-13882981,12,62,42,21,1,41,41,180
393-A-bug-13915086-13915488,12,72,60,13,1,59,59,233
393-A-bug-13915169-13915488,12,102,97,6,1,96,96,148
393-A-bug-14052177-14052206,12,62,54,9,1,53,53,48
411-A-bug-14678684-14678713,12,143,80,5,5,138,75,38
411-A-bug-9661639-9661654,12,143,80,5,5,138,75,41
41-C-bug-10642948-10642983,12,56,36,21,1,35,35,50
41-C-bug-10642957-10642983,12,55,42,10,1,45,41,48
41-C-bug-10642972-10642983,12,55,52,4,1,51,51,48
41-C-bug-10643130-10643148,12,57,27,31,1,26,26,59
41-C-bug-16825894-16825911,12,57,36,21,1,36,35,58
41-C-bug-17904918-17904940,12,92,85,2,2,90,83,58
41-C-bug-17904924-17904940,12,56,35,21,4,35,31,57
41-C-bug-17917572-17917578,12,63,48,16,1,47,47,35
41-C-bug-187321-187384,12,56,37,21,2,35,35,45
41-C-bug-736212-736216,12,63,51,16,4,47,47,28
420-A-bug-13091991-13091997,12,79,60,23,16,56,44,26
420-A-bug-14171953-14171970,12,78,52,7,6,71,46,26
420-A-bug-14755133-14755144,12,129,129,5,5,124,124,25
420-A-bug-16671795-16671832,12,79,47,43,43,36,4,25
505-A-bug-10101095-10101109,12,56,49,6,5,50,44,48
505-A-bug-10513326-10513335,12,43,34,17,16,26,18,33
538-A-bug-14000679-14000824,12,79,77,3,1,76,76,53
538-A-bug-16876247-16876282,12,102,102,2,2,100,100,65
550-A-bug-17839318-17839327,12,83,72,12,1,71,71,31
575-D-bug-12872706-12872745,12,3,3,3,3,0,0,29
58-A-bug-17762757-17762804,12,45,7,7,7,38,0,24
58-A-bug-18163826-18163845,12,42,17,17,17,25,0,26
